layer	representation_type	strategy	split-type	r	p	fasttext-all-GS_r	in_freq_interval_225375_r	freq_lower_interval_1.5_r	freq_higher_interval_1.5_r	freq_lower_interval_1.75_r	freq_higher_interval_1.75_r	freq_lower_interval_2.25_r	freq_higher_interval_2.25_r	freq_lower_interval_2.5_r	freq_higher_interval_2.5_r	freq_lower_interval_2.75_r	freq_higher_interval_2.75_r	freq_lower_interval_3_r	freq_higher_interval_3_r	freq_lower_interval_3.25_r	freq_higher_interval_3.25_r	freq_lower_interval_3.5_r	freq_higher_interval_3.5_r	freq_lower_interval_3.75_r	freq_higher_interval_3.75_r	freq_lower_interval_4_r	freq_higher_interval_4_r	freq_lower_interval_4.25_r	freq_higher_interval_4.25_r	bothcomplete_flota_r	oneincomplete_flota_r
12	bert-flota-3	waverage	all	0.278528948730023	2.3705052193226E-265	0.398634928326371	0.271609631997463	0.266548463796098	0.301865391032251	0.326364127696475	0.304787828761553	0.303714763604606	0.318086560820856	0.28778835067522	0.329355650423736	0.264188625173492	0.342168291677868	0.253286387715046	0.354658420347819	0.253750887873911	0.366771989232679	0.26605197923701	0.380741667043434	0.275500607984727	0.425569588171287	0.27261867736742	0.443446609559669	0.275864959365861	0.44206463601893		
6	bert-flota-3	average	0-split	0.331349690966433	2.04183056738666E-128	0.496396329787767	0.392730727602938		0.343824664428061		0.343824664428061		0.343824664428061		0.343811925938079		0.344643063826348	0.198238366353429	0.346579192613708	0.343154128904423	0.343900563535894	0.4027698912393	0.349011525206672	0.355815093141893	0.381982989271817	0.335953279289785	0.402007298766999	0.336172295784916	0.41950105551336		
6	bert-flota-3	average	1-split	0.296662120887908	3.94866927171842E-102	0.318744406637776	0.362960551026839		0.343942143507516		0.343942143507516		0.341423523036634	0.658694444052293	0.33960391147171	0.332814392362423	0.330252739248952	0.405087685010421	0.312308933166222	0.38159215597222	0.344442526422801	0.345806261991342	0.412211169923823	0.343567141145322	0.872081599272381	0.342685603654179		0.343942143507516			
6	bert-flota-3	average	2-split	0.293425889606775	7.43670462380018E-100	0.330089829851515	0.280261089568234	0.333195247853678	0.285530603918055	0.319520720052578	0.276636212111464	0.308362016042224	0.27942802800237	0.309803330117139	0.289085172182021	0.290284391109143	0.289442669944898	0.290096785179061	0.097130966691004	0.29060244990652	-0.5	0.286571626851772		0.285747809666655		0.285747809666655		0.285747809666655			
6	bert-flota-3	average	all	0.25588347563768	7.27921673548575E-223	0.406699669672473	0.340368433215242	0.333195247853678	0.300158406432165	0.319520720052578	0.304935092023042	0.309937339705517	0.319030559987224	0.312428493760021	0.327293047635922	0.293840085529783	0.339498199798095	0.292123495718843	0.341878078544969	0.297127315354878	0.344279442959748	0.310348026252072	0.349259364296495	0.321694537398845	0.382893578890191	0.316746365707657	0.402007298766999	0.313634130776827	0.41950105551336		
2	bert-flota-3	average	0-split	0.292240644982529	4.97924659784531E-99	0.515719265761148	0.282670687710348		0.303288602480206		0.303288602480206		0.303288602480206		0.303252748121489		0.304827312570732	-0.026431782180457	0.305564506908089	0.324573623949888	0.314652279267024	0.298947592116313	0.335528329932284	0.257463432586404	0.385161834041781	0.251611189020452	0.408568586333723	0.260116040082193	0.443711495198719		
2	bert-flota-3	average	1-split	0.229134889230643	1.44257510313057E-60	0.264603549624142	0.305871700075399		0.26668385684089		0.26668385684089		0.266360833314774	-0.035928787857398	0.274599378150334	0.056832260681354	0.264920919605904	0.259307214103587	0.257813403470093	0.276270238967984	0.19008758450242	0.284246630435567	0.306406830516939	0.266119780861773	0.153896752812773	0.266836768263098		0.26668385684089			
2	bert-flota-3	average	2-split	0.216048250456586	6.87583355792546E-54	0.24242254080672	0.192553379137731	0.278585903488361	0.209246173554605	0.236597705383528	0.206818032296484	0.223305706183241	0.198484380577696	0.230116113382871	0.198707316583467	0.218024842404821	0.161956853001667	0.220606486698835	0.181747455857962	0.212850816086085	0.5	0.211755203730081		0.211480946408227		0.211480946408227		0.211480946408227			
2	bert-flota-3	average	all	0.210552291374508	6.4795830771209E-150	0.379482908148722	0.263301349429623	0.278585903488361	0.255993992611541	0.236597705383528	0.262258370592599	0.225071021059834	0.273012317151881	0.232770428257928	0.280725853685933	0.221599855668559	0.293357554117965	0.224658530206556	0.301030258793892	0.225628477314972	0.309213844026502	0.244233513500319	0.335260243778904	0.254698745244138	0.385267175580675	0.253917401148269	0.408568586333723	0.254603984496519	0.443711495198719		
0	bert-flota-3	waverage	0-split	0.169817402456839	1.15246205616957E-33	0.413390384001537	0.105236710830035		0.18151579977656		0.18151579977656		0.18151579977656		0.18149344842395		0.183421260252751	-0.319384034680525	0.185736190842245	0.164554511398529	0.205229612746075	0.117509238569345	0.233706207501305	0.126502742223033	0.290417855864963	0.132111238882109	0.323909245782861	0.142163278047354	0.375244950465145		
